locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
437192,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,001,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.7488480565663,-122.412618994655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7488480703773, -122.412618994645)"
645780,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,001,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.7488480565663,-122.412618994655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,"(37.7488480703773, -122.412618994645)"
631461,Liang Bai Ping,Truck,6792000,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,006,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017053.425,2092471.602,37.7264851632165,-122.383232458707,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7264851770491, -122.383232458698)"
639724,May Catering,Truck,6805000,HAWES ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2930 HAWES ST,4971022,4971,022,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014554.034,2089351.467,37.717779453627,-122.391654765179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.717779467468, -122.391654765169)"
632103,Let's Be Frank,Push Cart,6816000,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,0817025,0817,025,15MFF-0074,APPROVED,Hot dogs and chili,6005815.064,2110939.717,37.7765668965195,-122.423395376727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0074&ExportPDF=1&Filename=15MFF-0074_schedule.pdf,,03/17/2015 09:31:48 AM,Mar 16 2015  1:54PM,0,03/15/2016 12:00:00 AM,"(37.7765669103036, -122.423395376717)"
629903,John's Catering #5,Truck,6834000,HAYES ST: SHRADER ST to STANYAN ST (2200 - 2299),2200 HAYES ST,1191039,1191,039,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,03/12/2015 01:35:52 PM,Mar 11 2015  1:56PM,1,03/15/2016 12:00:00 AM,
632858,Singh Brothers Ice Cream,Truck,6961000,HOLLISTER AVE: HAWES ST to INGALLS ST (1000 - 1099),1000 HOLLISTER AVE,4943002,4943,002,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014891.341,2089767.246,37.7189398190959,-122.390517872066,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,03/17/2015 11:40:48 AM,Mar 17 2015 11:13AM,1,03/15/2016 12:00:00 AM,"(37.7189398329359, -122.390517872056)"
629905,John's Catering #5,Truck,7031000,HOWARD ST: BEALE ST to FREMONT ST (300 - 399),300 HOWARD ST,3719009,3719,009,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6014078.535,2115506.556,37.7895693138966,-122.395129390521,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,03/12/2015 01:35:52 PM,Mar 11 2015  1:56PM,1,03/15/2016 12:00:00 AM,"(37.7895693276681, -122.395129390511)"
624243,"Slider Shack, LLC.",Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,008,15MFF-0016,REQUESTED,Sliders: Tater Tots: Beverages,6013858.05956,2115347.09492,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0016&ExportPDF=1&Filename=15MFF-0016_schedule.pdf,,,Feb 26 2015  9:01AM,0,03/15/2015 12:00:00 AM,"(37.7891192214396, -122.395881039325)"
630134,JapaCurry,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,008,15MFF-0056,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6013858.05956,2115347.09492,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0056&ExportPDF=1&Filename=15MFF-0056_schedule.pdf,,03/12/2015 11:48:38 AM,Mar 12 2015 11:44AM,1,03/15/2016 12:00:00 AM,"(37.7891192214396, -122.395881039325)"
631765,Steve's Mobile Deli,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),480 HOWARD ST,3725 103,3725,103,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010621.259,2112197.958,37.7802918205913,-122.406857977965,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,03/13/2015 01:40:01 PM,Mar 13 2015  1:36PM,1,03/15/2016 12:00:00 AM,"(37.7802918343718, -122.406857977955)"
633159,Kara's Cupcakes,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,008,15MFF-0094,APPROVED,Cupcakes,6013858.05956,2115347.09492,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0094&ExportPDF=1&Filename=15MFF-0094_schedule.pdf,,03/18/2015 10:14:14 AM,Mar 18 2015 10:07AM,0,03/15/2016 12:00:00 AM,"(37.7891192214396, -122.395881039325)"
526149,Cheese Gone Wild,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),555 HOWARD ST,3736086,3736,086,14MFF-0035,EXPIRED,Grilled Cheese Sandwiches,6013558.063,2114719.339,37.78737884181,-122.396874967163,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf,,03/13/2014 12:25:46 PM,Mar 13 2014 12:14PM,0,03/15/2015 12:00:00 AM,"(37.7873788555836, -122.396874967153)"
559786,Mang Hang Catering,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,001,14MFF-0109,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,,,Jul 10 2014  2:56PM,1,03/15/2015 12:00:00 AM,
627205,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),500 HOWARD ST,3721011,3721,011,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,,03/17/2015 02:01:27 PM,Mar  5 2015  2:51PM,1,03/15/2016 12:00:00 AM,
631757,Steve's Mobile Deli,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),525 HOWARD ST,3736114,3736,114,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6013720.948,2114874.56,37.7878141077683,-122.396322298302,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,03/13/2015 01:40:01 PM,Mar 13 2015  1:36PM,1,03/15/2016 12:00:00 AM,"(37.7878141215415, -122.396322298292)"
635753,M M Catering,Truck,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,3735040,3735,040,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012797.551,2113994.294,37.7853456766418,-122.399455276698,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7853456904174, -122.399455276688)"
632962,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,7038000,HOWARD ST: 03RD ST to 04TH ST (700 - 799),701 HOWARD ST,3734091,3734,091,15MFF-0088,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012391.612,2113335.21,37.7835133512454,-122.400813391105,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0088&ExportPDF=1&Filename=15MFF-0088_schedule.pdf,,03/18/2015 11:55:29 AM,Mar 17 2015  3:05PM,1,03/15/2016 12:00:00 AM,"(37.7835133650227, -122.400813391095)"
509495,Sun Rise Catering,Truck,7048000,HOWARD ST: LANGTON ST to RAUSCH ST (1122 - 1151),1130 HOWARD ST,3727014,3727,014,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6009577.784,2111259.117,37.7776555423955,-122.410401545178,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7776555561786, -122.410401545168)"
509486,Sun Rise Catering,Truck,7052000,HOWARD ST: 09TH ST to WASHBURN ST (1300 - 1317),1300 HOWARD ST,3509008A,3509,008A,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008608.96,2110322.612,37.7750297628802,-122.413686791248,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7750297766657, -122.413686791238)"
509490,Sun Rise Catering,Truck,7057000,HOWARD ST: 11TH ST to LAFAYETTE ST (1500 - 1549),1523 HOWARD ST,3516065,3516,065,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008001.678,2109463.17,37.7726358180055,-122.415726650735,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,,09/10/2014 03:57:43 PM,Jan  8 2014  3:11PM,1,03/15/2015 12:00:00 AM,"(37.7726358317934, -122.415726650725)"
626854,Two G's Catering,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940001,3940,001,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,
631774,Mike's Catering,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940001,3940,001,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,03/26/2015 01:44:59 PM,Mar 13 2015  1:41PM,1,03/15/2016 12:00:00 AM,
437210,Natan's Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,001,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016208.818,2106421.254,37.764741322675,-122.387124812179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7647413364705, -122.387124812169)"
639683,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,011,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.7641601282203,-122.388142262128,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7641601420164, -122.388142262118)"
645798,Natan's Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,001,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016208.818,2106421.254,37.764741322675,-122.387124812179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,"(37.7647413364705, -122.387124812169)"
639676,May Catering,Truck,7169000,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,001,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015939.401,2104425.293,37.7592459190261,-122.387917376991,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.759245932827, -122.387917376981)"
635748,M M Catering,Truck,7173000,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,4244002,4244,002,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6016265.425,2102158.675,37.7530403201943,-122.386631763538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7530403340012, -122.386631763528)"
437212,Natan's Catering,Truck,7174000,ILLINOIS ST: 25TH ST to END (1500 - 1599),Assessors Block 4296/Lot010,4296010,4296,010,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016154.266,2101929.534,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7524050062858, -122.387000196288)"
645800,Natan's Catering,Truck,7174000,ILLINOIS ST: 25TH ST to END (1500 - 1599),Assessors Block 4296/Lot010,4296010,4296,010,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016154.266,2101929.534,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,"(37.7524050062858, -122.387000196288)"
626844,Two G's Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),975 INDIANA ST,4106023,4106,023,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6015069.268,2104050.997,37.7581699396153,-122.390900582667,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7581699534173, -122.390900582657)"
641302,Anas Goodies Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,011,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014845.363,2104007.25,37.7580373934881,-122.391671890682,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7580374072901, -122.391671890672)"
641328,Anas Goodies Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,024,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015057.091,2104275.668,37.7587861623056,-122.390958398693,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.758786176107, -122.390958398683)"
635750,M M Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,010,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015168.427,2103589.069,37.7569070856214,-122.390525368135,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7569070994246, -122.390525368125)"
631776,Mike's Catering,Truck,7198000,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,4228080,4228,080,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015176.72777,2102413.60751,37.7536799789675,-122.390414532294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,03/26/2015 01:44:59 PM,Mar 13 2015  1:41PM,1,03/15/2016 12:00:00 AM,"(37.7536799927738, -122.390414532284)"
631768,Mike's Catering,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,017,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015267.752,2101380.964,37.7508496068125,-122.390027615501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,03/26/2015 01:44:59 PM,Mar 13 2015  1:41PM,1,03/15/2016 12:00:00 AM,"(37.7508496206215, -122.390027615492)"
641327,Anas Goodies Catering,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,017,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015267.752,2101380.964,37.7508496068125,-122.390027615501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7508496206215, -122.390027615492)"
526124,Bach Catering,Truck,7205101,INDUSTRIAL ST: PALOU AVE to QUESADA AVE (51 - 99) -- SOUTH --,75 INDUSTRIAL ST,5332023,5332,023,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012049.291,2097209.482,37.7392165862623,-122.400864373304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,,03/13/2014 12:03:36 PM,Mar 13 2014 11:51AM,1,03/15/2015 12:00:00 AM,"(37.7392166000826, -122.400864373295)"
632874,Singh Brothers Ice Cream,Truck,7223000,INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399),1309 INGALLS ST,4714002,4714,002,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017478.204,2093879.426,37.7303742378628,-122.381861878657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,03/17/2015 11:40:48 AM,Mar 17 2015 11:13AM,1,03/15/2016 12:00:00 AM,"(37.7303742516917, -122.381861878647)"
570016,Eva's Catering,Truck,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,001,14MFF-0125,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.7226292175983,-122.390061846327,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0125&ExportPDF=1&Filename=14MFF-0125_schedule.pdf,,03/26/2015 04:07:56 PM,Aug 19 2014  3:47PM,0,03/15/2016 12:00:00 AM,"(37.7226292314347, -122.390061846317)"
632859,Singh Brothers Ice Cream,Truck,7252000,INGERSON AVE: JENNINGS ST to 03RD ST (1100 - 1199),1173 INGERSON AVE,4968035,4968,035,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013341.728,2090348.363,37.7204493626594,-122.395915014237,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,03/17/2015 11:40:48 AM,Mar 17 2015 11:13AM,1,03/15/2016 12:00:00 AM,"(37.7204493764978, -122.395915014227)"
632692,Park's Catering,Truck,7253000,INNES AVE: EARL ST to ARELIOUS WALKER DR (700 - 799),Assessors Block 4644/Lot008,4644008,4644,008,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019956.89,2094023.408,37.7309061503597,-122.373302577485,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,03/17/2015 07:45:54 AM,Mar 16 2015  2:51PM,1,03/15/2016 12:00:00 AM,"(37.730906164188, -122.373302577475)"
