state,county,fips,nsn,item_name,quantity,ui,acquisition_cost,total_cost,ship_date,federal_supply_category,federal_supply_category_name,federal_supply_class,federal_supply_class_name
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,8415-DS-OTR-S269,,6.0,Each,550.0,3300.0,2012-03-28,84.0,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8415.0,"Clothing, Special Purpose"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DOUGLAS,31055.0,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",1.0,Each,10747.0,10747.0,2013-04-25,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
